-0.23804367,-0.1763807,0.4033203
-0.23419508,-0.1737115,0.3972168
-0.23596196,-0.17520624,0.40063477
-0.23499541,-0.17467241,0.39941406
-0.23460434,-0.17456564,0.39916992
-0.23478693,-0.17488594,0.39990234
-0.23439585,-0.17477918,0.3996582
-0.23429115,-0.17488594,0.39990234
-0.23418614,-0.17499271,0.40014648
-0.23450902,-0.17541979,0.40112305
-0.23454556,-0.17563333,0.40161133
-0.23458147,-0.17584686,0.4020996
-0.23433223,-0.17584686,0.4020996
-0.23422511,-0.17595363,0.40234375
-0.23411767,-0.1760604,0.4025879
-0.23400995,-0.17616716,0.40283203
-0.23418526,-0.17648746,0.40356445
-0.23421815,-0.176701,0.40405273
-0.23481593,-0.17734161,0.40551758
-0.23541185,-0.17798221,0.40698242
-0.23628815,-0.17883636,0.40893555
-0.23716198,-0.17969051,0.41088867
-0.2376111,-0.18022434,0.41210938
-0.23848057,-0.1810785,0.4140625
-0.23906666,-0.1817191,0.41552734
-0.23937036,-0.18214616,0.4165039
-0.23995313,-0.18278678,0.41796875
-0.2408141,-0.18364093,0.41992188
-0.24139296,-0.18428153,0.42138672
-0.24169058,-0.1847086,0.42236328
-0.24212652,-0.18524244,0.42358398
-0.24256098,-0.18577628,0.4248047
-0.24327241,-0.18652366,0.42651367
-0.24370354,-0.1870575,0.42773438
-0.24454999,-0.18791164,0.4296875
-0.24511643,-0.18855225,0.43115234
-0.24568106,-0.18919286,0.4326172
-0.24652085,-0.190047,0.4345703
-0.24694318,-0.19058084,0.43579102
-0.24736401,-0.19111468,0.43701172
-0.24778333,-0.19164851,0.43823242
-0.24833903,-0.19228913,0.43969727
-0.24875516,-0.19282296,0.44091797
-0.2488946,-0.19314326,0.4416504
-0.24930803,-0.19367711,0.4428711
-0.24944535,-0.19399741,0.44360352
-0.2497189,-0.19442448,0.44458008
-0.24999127,-0.19485156,0.44555664
-0.25039923,-0.1953854,0.44677734
-0.25107905,-0.19613278,0.44848633
-0.25148368,-0.19666661,0.44970703
-0.2517504,-0.19709368,0.4506836
-0.25215217,-0.19762753,0.4519043
-0.25241634,-0.1980546,0.45288086
-0.25308707,-0.19880198,0.45458984
-0.25348416,-0.19933581,0.45581055
-0.2538797,-0.19986965,0.45703125
-0.2541383,-0.20029673,0.4580078
-0.25466627,-0.20093733,0.45947266
-0.2554628,-0.20179148,0.46142578
-0.257472,-0.20360653,0.46557617
-0.25812745,-0.20435391,0.46728516
-0.2598585,-0.20595543,0.47094727
-0.25889376,-0.20542158,0.46972656
-0.25954345,-0.20616896,0.47143555
-0.26072806,-0.20734341,0.4741211
-0.26204345,-0.20862463,0.47705078
-0.26255146,-0.20926523,0.47851562
-0.26319146,-0.21001261,0.4802246
-0.26382935,-0.21075998,0.4819336
-0.26406464,-0.21118706,0.48291016
-0.26456538,-0.21182767,0.484375
-0.26453152,-0.2120412,0.48486328
-0.2648962,-0.21257505,0.48608398
-0.2647278,-0.21268182,0.48632812
-0.2649573,-0.21310888,0.4873047
-0.2654508,-0.21374948,0.48876953
-0.26594248,-0.2143901,0.49023438
-0.26656467,-0.21513747,0.49194336
-0.26837394,-0.21684577,0.4958496
-0.2687265,-0.2173796,0.4970703
-0.2702641,-0.21887435,0.5004883
-0.27074397,-0.21951497,0.5019531
-0.27122203,-0.22015557,0.50341797
-0.27196103,-0.22100972,0.5053711
-0.2705979,-0.22015557,0.50341797
-0.27133453,-0.22100972,0.5053711
-0.27049753,-0.22058263,0.50439453
-0.2722773,-0.22229093,0.5083008
-0.27352974,-0.22357215,0.51123047
-0.27425662,-0.22442628,0.5131836
-0.276545,-0.22656165,0.5180664
-0.2754428,-0.22592103,0.51660156
-0.27304226,-0.22421275,0.5126953
-0.26830894,-0.22058263,0.50439453
-0.26436418,-0.21759313,0.4975586
-0.26327837,-0.21695253,0.49609375
-0.2623238,-0.21641868,0.49487305
-0.26149997,-0.21599162,0.49389648
-0.26003182,-0.2150307,0.49169922
-0.25817952,-0.21374948,0.48876953
-0.25813413,-0.21396303,0.4892578
-0.26014674,-0.21588485,0.49365234
-0.25971222,-0.21577808,0.4934082
-0.2582512,-0.21481717,0.49121094
-0.25717747,-0.21417657,0.4897461
-0.2578983,-0.2150307,0.49169922
-0.25759354,-0.2150307,0.49169922
-0.25588349,-0.21385626,0.48901367
-0.25481474,-0.21321565,0.48754883
-0.2543851,-0.21310888,0.4873047
-0.25344655,-0.21257505,0.48608398
-0.25339952,-0.21278858,0.48657227
-0.25309792,-0.21278858,0.48657227
-0.25241578,-0.21246827,0.48583984
-0.2528748,-0.21310888,0.4873047
-0.2515604,-0.21225473,0.48535156
-0.24974288,-0.21097352,0.48242188
-0.24767655,-0.20947877,0.4790039
-0.24712744,-0.20926523,0.47851562
-0.24645305,-0.20894493,0.4777832
-0.24590531,-0.2087314,0.47729492
-0.24447876,-0.20777048,0.47509766
-0.24192564,-0.20584866,0.47070312
-0.24125786,-0.20552835,0.4699707
-0.23946443,-0.20424715,0.46704102
-0.23717451,-0.20253885,0.46313477
-0.23526405,-0.20115086,0.45996094
-0.23435533,-0.20061703,0.45874023
-0.23456925,-0.2010441,0.4597168
-0.23391101,-0.2007238,0.45898438
-0.23362653,-0.2007238,0.45898438
-0.23445907,-0.20168471,0.46118164
-0.23466906,-0.20211178,0.4621582
-0.23376352,-0.20157795,0.4609375
-0.23310679,-0.20125763,0.46020508
-0.23232749,-0.20083056,0.45922852
-0.23154938,-0.2004035,0.45825195
-0.23015642,-0.19944258,0.4560547
-0.22950457,-0.19912228,0.45532227
-0.22909941,-0.19901551,0.45507812
-0.22820356,-0.19848166,0.45385742
-0.22755441,-0.19816136,0.453125
-0.22678371,-0.1977343,0.45214844
-0.22613655,-0.197414,0.45141602
-0.22597887,-0.19752076,0.45166016
-0.2243569,-0.19634631,0.4489746
-0.22383492,-0.19613278,0.44848633
-0.2240437,-0.19655985,0.4494629
-0.22437282,-0.19709368,0.4506836
-0.22530739,-0.19816136,0.453125
-0.22648144,-0.19944258,0.4560547
-0.22753075,-0.20061703,0.45874023
-0.22845578,-0.20168471,0.46118164
-0.23082727,-0.2040336,0.46655273
-0.2331921,-0.2063825,0.47192383
-0.23627317,-0.209372,0.47875977
-0.23850343,-0.21161413,0.48388672
-0.24108788,-0.21417657,0.4897461
-0.24354506,-0.21663223,0.49536133
-0.24527597,-0.21844728,0.49951172
-0.24736091,-0.22058263,0.50439453
-0.24752657,-0.22100972,0.5053711
-0.24864644,-0.22229093,0.5083008
-0.24928555,-0.22314507,0.5102539
-0.2520665,-0.22592103,0.51660156
-0.25531545,-0.22912408,0.5239258
-0.25736713,-0.23125944,0.5288086
-0.25870073,-0.23275419,0.53222656
-0.26003006,-0.23424894,0.53564453
-0.2615919,-0.23595724,0.5395508
-0.26409465,-0.23851965,0.54541016
-0.2639927,-0.2387332,0.54589844
-0.26365432,-0.2387332,0.54589844
-0.26378697,-0.23916027,0.546875
-0.26603544,-0.24150917,0.5522461
-0.2680423,-0.24364452,0.5571289
-0.2684008,-0.24428514,0.55859375
-0.2692261,-0.2453528,0.56103516
-0.2700484,-0.24642049,0.56347656
-0.2722699,-0.24876939,0.56884766
-0.27471817,-0.2513318,0.57470703
-0.27739227,-0.25410777,0.5810547
-0.28098968,-0.2577379,0.58935547
-0.28434432,-0.26115447,0.59716797
-0.28745708,-0.2643575,0.6044922
-0.2924159,-0.26926884,0.61572266
-0.29759237,-0.2743937,0.6274414
-0.30807394,-0.28442988,0.6503906
-0.32545656,-0.30087215,0.6879883
-0.34717548,-0.32137161,0.7348633
-0.36791483,-0.34101692,0.77978516
-0.38675785,-0.35895395,0.8208008
-0.38877657,-0.36130282,0.8261719
-0.3928539,-0.36557356,0.8359375
-0.39233568,-0.36557356,0.8359375
-0.3906732,-0.3645059,0.8334961
-0.39084223,-0.3651465,0.83496094
-0.38986814,-0.36471942,0.8339844
-0.38798344,-0.3634382,0.8310547
-0.3865577,-0.36258405,0.82910156
-0.38513434,-0.36172992,0.82714844
-0.38371342,-0.36087576,0.8251953
-0.38229492,-0.36002162,0.8232422
-0.38087887,-0.3591675,0.82128906
-0.3794652,-0.35831332,0.81933594
-0.37805396,-0.3574592,0.8173828
-0.37687072,-0.3568186,0.81591797
-0.375464,-0.35596442,0.81396484
-0.37405974,-0.3551103,0.8120117
-0.37243325,-0.35404262,0.8095703
-0.37125844,-0.353402,0.80810547
-0.37008545,-0.3527614,0.8066406
-0.3689143,-0.3521208,0.8051758
-0.36774492,-0.3514802,0.80371094
-0.36657742,-0.35083959,0.8022461
-0.36541167,-0.35019895,0.80078125
-0.36424777,-0.34955835,0.7993164
-0.3633079,-0.3491313,0.79833984
-0.3619254,-0.34827715,0.7963867
-0.36098856,-0.34785005,0.79541016
-0.35961032,-0.34699592,0.79345703
-0.35845548,-0.34635532,0.7919922
-0.3573025,-0.34571472,0.79052734
-0.3557105,-0.34464702,0.78808594
-0.35434166,-0.3437929,0.7861328
-0.35297522,-0.34293875,0.7841797
-0.35183066,-0.34229812,0.78271484
-0.35046878,-0.341444,0.7807617
-0.3491093,-0.34058985,0.7788086
-0.34775224,-0.33973572,0.77685547
-0.3466159,-0.3390951,0.7753906
-0.34548134,-0.33845448,0.7739258
-0.34413093,-0.33760035,0.77197266
-0.34278297,-0.3367462,0.77001953
-0.3414374,-0.33589205,0.7680664
-0.33987755,-0.33482438,0.765625
-0.33853713,-0.33397022,0.7636719
-0.33676684,-0.33268902,0.7607422
-0.33543187,-0.33183488,0.75878906
-0.33388376,-0.33076718,0.75634766
-0.33233872,-0.32969952,0.75390625
-0.3307967,-0.32863182,0.75146484
-0.3294723,-0.32777768,0.7495117
-0.3281504,-0.32692355,0.7475586
-0.32704487,-0.32628295,0.74609375
-0.3259412,-0.32564232,0.7446289
-0.3252662,-0.32542878,0.7441406
-0.32437867,-0.32500172,0.74316406
-0.32242826,-0.32350698,0.7397461
-0.32090712,-0.32243928,0.7373047
-0.31811565,-0.32009038,0.7319336
-0.3193573,-0.32179868,0.73583984
-0.31509215,-0.31795505,0.7270508
-0.31464148,-0.31795505,0.7270508
-0.31102568,-0.31475198,0.71972656
-0.23919642,-0.17698362,0.40527344
-0.2449908,-0.18146153,0.41552734
-0.2384064,-0.17677039,0.40478516
-0.23901734,-0.1774101,0.40625
-0.23733063,-0.17634393,0.4038086
-0.23751034,-0.17666379,0.40454102
-0.23597088,-0.17570423,0.40234375
-0.23457722,-0.1748513,0.40039062
-0.23504345,-0.17538437,0.40161133
-0.23607908,-0.17634393,0.4038086
-0.23540105,-0.17602408,0.40307617
-0.23401175,-0.17517115,0.40112305
-0.23418996,-0.17549099,0.40185547
-0.23337235,-0.17506453,0.4008789
-0.2339757,-0.17570423,0.40234375
-0.23429361,-0.1761307,0.4033203
-0.23446861,-0.17645055,0.40405273
-0.23351054,-0.17591746,0.40283203
-0.23382632,-0.17634393,0.4038086
-0.23484698,-0.17730348,0.40600586
-0.23544173,-0.17794318,0.4074707
-0.23688014,-0.17922258,0.4104004
-0.23775186,-0.18007551,0.41235352
-0.2389024,-0.18114167,0.41479492
-0.23990944,-0.18210123,0.4169922
-0.24021222,-0.18252769,0.41796875
-0.24135472,-0.18359385,0.42041016
-0.24235418,-0.18455341,0.42260742
-0.24307124,-0.18529972,0.4243164
-0.24364644,-0.18593943,0.42578125
-0.24408028,-0.1864725,0.42700195
-0.24423382,-0.18679236,0.42773438
-0.24466494,-0.18732545,0.42895508
-0.24537276,-0.18807176,0.43066406
-0.24621738,-0.1889247,0.4326172
-0.24678199,-0.18956439,0.43408203
-0.2473448,-0.1902041,0.43554688
-0.24790579,-0.19084379,0.43701172
